City_ID,City,Country
2478,Karur,India
2479,Kashan,Iran (Islamic Republic of)
2480,Kathu,Thailand
2481,Katwijk,Netherlands
2482,Kaunas,Lithuania
2483,Kayakent,Russian Federation
2485,Kebonarum,Indonesia
2486,Kebumen,Indonesia
2487,Ken Caryl,United States of America
2488,Kendall,United States of America
2489,Kenema,Sierra Leone
2490,Kestel,Turkey
2491,Keszthely,Hungary
2492,Kevelaer,Germany
2493,Khadyzhensk,Russian Federation
2494,Khairagarh,India
2495,Jeffersonville,United States of America
2496,Jerantut,Malaysia
2497,Jidong,China
2498,Jiran,India
2499,Jishu,China
2500,Jiujiang,China
2501,Jobner,India
2502,Jodar,Spain
2503,Jodhpur,India
2504,Jollyville,United States of America
2505,Jolo,Philippines
2506,Jos,Nigeria
2507,Juarez,Mexico
2509,Kachkanar,Russian Federation
2510,Kadirli,Turkey
2511,Kaili,China
2512,Kalulushi,Zambia
2513,Kamagaya,Japan
2514,Ilovlya,Russian Federation
2515,Indapur,India
2516,Inhumas,Brazil
2517,Ipiau,Brazil
2518,Iquitos,Peru
2519,Irvine,United Kingdom of Great Britain and Northern Ireland
2520,Ismaning,Germany
2521,Itaobim,Brazil
2522,Itaperucu,Brazil
2523,Itaquitinga,Brazil
2524,Ivanjica,Serbia
2525,Ivanteyevka,Russian Federation
2526,Ivry Sur Seine,France
2527,Ivybridge,United Kingdom of Great Britain and Northern Ireland
2528,Ixtepec,Mexico
2529,Izumi,Japan
2530,Jagatsinghapur,India
2531,Jaromer,Czechia
2532,Tekari,India
2533,Teningen,Germany
2534,Terlizzi,Italy
2535,Terni,Italy
2536,Thakurgaon,Bangladesh
2537,Thale,Germany
2538,Thisted,Denmark
2539,Tingo Maria,Peru
2540,Titay,Philippines
2541,Tlajomulco,Mexico
2542,Tlapacoyan,Mexico
2543,Tlaxcalancingo,Mexico
2544,Toba Tek Singh,Pakistan
2545,Tome Acu,Brazil
2546,Shelbyville,United States of America
2547,Shizuishan,China
2548,Shizunai,Japan
2549,Si Sa Ket,Thailand
2550,Sibsagar,India
2551,Siddhapur,India
2552,Sidoarjo,Indonesia
2553,Sieradz,Poland
2554,Silvan,Turkey
2555,Simdega,India
2556,Simeria,Romania
2557,Sinj,Croatia
2558,Sirsa,India
2559,Skerries,Ireland
2560,Skvyra,Ukraine
2561,Slobozia,Republic of Moldova
2562,Slough,United Kingdom of Great Britain and Northern Ireland
2563,Soja,Japan
2564,Sol Iletsk,Russian Federation
2565,Sompeta,India
2566,Sopelana,Spain
2567,Soria,Spain
2568,Soroti,Uganda
2569,South Burlington,United States of America
2570,Southglenn,United States of America
2571,Southport,United Kingdom of Great Britain and Northern Ireland
2572,Springville,United States of America
2573,Srirampur,India
2574,Stalybridge,United Kingdom of Great Britain and Northern Ireland
2575,Stara Pazova,Serbia
2576,Staunton,United States of America
2577,Steinau,Germany
2578,Steinen,Germany
2579,Stolberg,Germany
2580,Stoughton,United States of America
2581,Stralsund,Germany
2582,Struer,Denmark
2583,Sukheke,Pakistan
2584,Suluova,Turkey
2585,San Francisco,Costa Rica
2586,San Gennaro Vesuviano,Italy
2587,San Pedro De Macoris,Dominican Republic
2588,San Ramon De La Nueva Oran,Argentina
2589,San Vito Al Tagliamento,Italy
2590,Sanctorum,Mexico
2591,Sanford,United States of America
2592,Sankeshwar,India
2593,Sanmenxia,China
2595,Sao Bras De Alportel,Portugal
2596,Sapele,Nigeria
2597,Sarangpur,India
2598,Sarnia,Canada
2599,Sarvar,Hungary
2600,Sawai Madhopur,India
2602,Schalksmuhle,Germany
2603,Schneeberg,Germany
2604,Schopfheim,Germany
2605,Schotten,Germany
2606,Sebeta,Ethiopia
2607,Semporna,Malaysia
2608,Senden,Germany
2609,Senftenberg,Germany
2610,Sestu,Italy
2611,Sete Lagoas,Brazil
2612,Shahdadpur,Pakistan
2613,Supe,Peru
2614,Svay Rieng,Cambodia
2615,Svetlyy Yar,Russian Federation
2616,Tabalosos,Peru
2617,Tabligbo,Togo
2618,Tado,Colombia
2619,Taklisah,Tunisia
2620,Tamboril,Brazil
2621,Tankara,India
2622,Tarana,India
2623,Tarudant,Morocco
2624,Tastur,Tunisia
2625,Shertallai,India
2626,Sherwood,United States of America
2627,Shilong,China
2628,Shiraz,Iran (Islamic Republic of)
2629,Siano,Italy
2630,Signal Hill,United States of America
2631,Silver Spring,United States of America
2632,Silves,Portugal
2633,Simao,China
2634,Simpelveld,Netherlands
2636,Sirjan,Iran (Islamic Republic of)
2637,Sivaganga,India
2638,Siwan,India
2639,Siwana,India
2640,Slany,Czechia
2641,Smiths Falls,Canada
2643,Glen Carbon,United States of America
2644,Gola Gokarannath,India
2645,Gora,Poland
2646,Goyty,Russian Federation
2647,Grand Haven,United States of America
2648,Gravata,Brazil
2649,Great Malvern,United Kingdom of Great Britain and Northern Ireland
2650,Green Haven,United States of America
2651,Greencastle,United States of America
2652,Greifswald,Germany
2653,Grenada,United States of America
2654,Grez Doiceau,Belgium
2655,Griffin,United States of America
2656,Groves,United States of America
2657,Gua,India
2658,Gubkin,Russian Federation
2659,Guelph,Canada
2660,Guia De Isora,Spain
2661,Guira De Melena,Cuba
2662,Guiuan,Philippines
2663,Gujrat,Pakistan
2664,Gulbarga,India
2665,Gundelfingen,Germany
2666,Guyancourt,France
2667,Hanoi,Viet Nam
2668,Harderwijk,Netherlands
2669,Harnes,France
2670,Harrisburg,United States of America
2671,Harrismith,South Africa
2672,Hashtrud,Iran (Islamic Republic of)
2673,Hat Yai,Thailand
2674,Hata,India
2675,Haveli,Pakistan
2676,Hayden,United States of America
2677,Herdecke,Germany
2678,Herzberg,Germany
2679,Heswall,United Kingdom of Great Britain and Northern Ireland
2680,Hillegom,Netherlands
2681,Himatnagar,India
2682,Hisua,India
2683,Hollister,United States of America
2684,Homa Bay,Kenya
2685,Hope,United States of America
2686,Hovsan,Azerbaijan
2687,Hradec Kralove,Czechia
2688,Huayang,China
2689,Huntington Station,United States of America
2690,Ibanda,Uganda
2691,Idah,Nigeria
2692,Ifakara,United Republic of Tanzania
2693,Igarape Miri,Brazil
2694,Ikalamavony,Madagascar
2695,Imperial,Peru
2696,Ingolstadt,Germany
2697,Innoshima,Japan
2698,Innsbruck,Austria
2699,Ipiales,Colombia
2700,Irati,Brazil
2701,Irbil,Iraq
2702,Istanbul,Turkey
2703,Itabirito,Brazil
2704,Itai,Brazil
2705,Itajai,Brazil
2706,Itako,Japan
2707,Itororo,Brazil
2708,Iturama,Brazil
2709,Izmit,Turkey
2710,Jacmel,Haiti
2711,Jaguarao,Brazil
2712,Jalalpur Pirwala,Pakistan
2713,Jamalpur,Bangladesh
2714,Jamame,Somalia
2715,Jaragua,Brazil
2716,Jhalrapatan,India
2717,Jimenez,Mexico
2718,Joao Pessoa,Brazil
2719,Kabarnet,Kenya
2720,Kadaura,India
2721,Kadi,India
2722,Kajiado,Kenya
2724,Kaliwungu,Indonesia
2725,Kalomo,Zambia
2726,Kaluga,Russian Federation
2727,Kameyama,Japan
2728,Kamisu,Japan
2729,Fort Saint John,Canada
2730,Fortuna Foothills,United States of America
2731,Fraser,United States of America
2732,Fresnillo,Mexico
2733,Frolovo,Russian Federation
2735,Gagarin,Uzbekistan
2736,Galt,United States of America
2737,Gauting,Germany
2738,Gelsenkirchen,Germany
2739,Genteng,Indonesia
2740,Germering,Germany
2741,Giarre,Italy
2743,Encantado,Brazil
2744,Engelskirchen,Germany
2745,Enger,Germany
2746,Erdaojiang,China
2747,Escazu,Costa Rica
2748,Exeter,United States of America
2749,Fairview,United States of America
2750,Fethiye,Turkey
2751,Fiesole,Italy
2752,Flensburg,Germany
2753,Fochville,South Africa
2754,Folsom,United States of America
2755,Forestville,United States of America
2756,Formello,Italy
2757,Fort Collins,United States of America
2758,Gatak,Indonesia
2759,Chanthaburi,Thailand
2760,Chapala,Mexico
2761,Charlottesville,United States of America
2762,Charqueada,Brazil
2763,Chicopee,United States of America
2764,Chifeng,China
2765,Chikitigarh,India
2766,Chillicothe,United States of America
2767,Chimoio,Mozambique
2768,Chitose,Japan
2769,Chittaranjan,India
2770,Chomun,India
2771,Chomutov,Czechia
2772,Cileungsi,Indonesia
2773,Ciranjang,Indonesia
2774,Bisalpur,India
2775,Bloemendaal,Netherlands
2776,Bloemhof,South Africa
2777,Bloomingdale,United States of America
2778,Blue Ash,United States of America
2779,Bobenheim Roxheim,Germany
2780,Boca Raton,United States of America
2781,Boldumsaz,Turkmenistan
2782,Bollate,Italy
2783,Boshan,China
2784,Bousse,Burkina Faso
2785,Bracciano,Italy
2786,Brenes,Spain
2787,Brest,France
2788,Bronderslev,Denmark
2789,Brotas,Brazil
2790,Brown Deer,United States of America
2791,Bruckmuhl,Germany
2792,Brwinow,Poland
2793,Bryanka,Ukraine
2794,Buena Park,United States of America
2795,Bugojno,Bosnia and Herzegovina
2796,Bulancak,Turkey
2797,Buloh Kasap,Malaysia
2798,Bussum,Netherlands
2799,Bustos,Philippines
2800,Butler,United States of America
2801,Buynaksk,Russian Federation
2802,Buzovna,Azerbaijan
2804,Calcinato,Italy
2805,Caldas,Colombia
2806,Calpan,Mexico
2807,Calumet City,United States of America
2808,Camacupa,Angola
2809,Cambre,Spain
2811,Campo De La Cruz,Colombia
2812,Campo Maior,Brazil
2813,Camponogara,Italy
2814,Campos Gerais,Brazil
2815,Canyon,United States of America
2816,Capela,Brazil
2817,Caraguatatuba,Brazil
2818,Carbonia,Italy
2819,Carikar,Afghanistan
2820,Carora,Venezuela (Bolivarian Republic of)
2821,Carrboro,United States of America
2822,Casarano,Italy
2823,Caserta,Italy
2824,Casimiro De Abreu,Brazil
2825,Castanos,Mexico
2826,Castellammare Del Golfo,Italy
2827,Castries,Saint Lucia
2828,Castrop Rauxel,Germany
2829,Cattolica,Italy
2830,Celldomolk,Hungary
2831,Cerro De Pasco,Peru
2832,Cerveteri,Italy
2833,Chakan,India
2834,Chakulia,India
2835,Chalisgaon,India
2836,Chambishi,Zambia
2837,Arroio Dos Ratos,Brazil
2838,Artena,Italy
2839,Arvika,Sweden
2840,Asbest,Russian Federation
2841,Aschaffenburg,Germany
2842,Ascheberg,Germany
2843,Aschersleben,Germany
2844,Atasu,Kazakhstan
2845,Atlanta,United States of America
2846,Atlantic City,United States of America
2847,Azamgarh,India
2848,Baishishan,China
2849,Balad,Iraq
2851,Balugaon,India
2852,Bamako,Mali
2853,Bambang,Philippines
2854,Banamba,Mali
2855,Banes,Cuba
2856,Bangarapet,India
2857,Banjarmasin,Indonesia
2858,Barela,India
2859,Bareli,India
2860,Barentin,France
2861,Barga,Italy
2862,Barra,Philippines
2863,Barranquilla,Colombia
2864,Baruipur,India
2865,Baruun Urt,Mongolia
2866,Basoko,Democratic Republic of the Congo
2867,Bath,United Kingdom of Great Britain and Northern Ireland
2868,Bathurst,Canada
2869,Belas,Portugal
2870,Benicarlo,Spain
2871,Cloverleaf,United States of America
2872,Clute,United States of America
2873,Cocal,Brazil
2874,Codroipo,Italy
2875,Coevorden,Netherlands
2876,Colfontaine,Belgium
2877,Combs La Ville,France
2878,Concepcion Del Uruguay,Argentina
2879,Concord,United States of America
2880,Concordia,Argentina
2881,Cornwall,Canada
2882,Costa Mesa,United States of America
2883,Cremlingen,Germany
2884,Cuite,Brazil
2885,Curridabat,Costa Rica
2886,Dabra,India
2887,Beavercreek,United States of America
2888,Beba,Egypt
2889,Beesel,Netherlands
2890,Bella Union,Uruguay
2891,Belvedere Park,United States of America
2892,Bene Beraq,Israel
2893,Benfleet,United Kingdom of Great Britain and Northern Ireland
2894,Bern,Switzerland
2895,Besigheim,Germany
2896,Bezons,France
2897,Bikramganj,India
2898,Giugliano In Campania,Italy
2899,Giulianova,Italy
2900,Glen Rock,United States of America
2901,Glendale,United States of America
2902,Goalpara,India
2905,Goldap,Poland
2906,Golden,United States of America
2907,Gomoh,India
2908,Gotemba,Japan
2909,Goundi,Chad
2910,Gradacac,Bosnia and Herzegovina
2911,Grafing,Germany
2912,Grand Forks,United States of America
2913,Greenville,United States of America
2914,Guajara Mirim,Bolivia (Plurinational State of)
2915,Guangzhou,China
2916,Gumushane,Turkey
2917,Haikou,China
2918,Haldibari,India
2919,Halesowen,United Kingdom of Great Britain and Northern Ireland
2920,Halvad,India
2922,Hanau,Germany
2923,Haora,India
2924,Harbin,China
2925,Harda,India
2926,Hardenberg,Netherlands
2927,Hawalli,Kuwait
2928,Hazebrouck,France
2929,Hettstedt,Germany
2930,Heves,Hungary
2931,Hidaka,Japan
2932,Hillsborough,United States of America
2933,Hima,Uganda
2934,Himora,Ethiopia
2935,Hindaun,India
2936,Hitoyoshi,Japan
2937,Hlobyne,Ukraine
2938,Hojo,Japan
2939,Holliston,United States of America
2940,Horizontina,Brazil
2941,Hospet,India
2942,Huilong,China
2943,Humen,China
2944,Hunsur,India
2945,Hyattsville,United States of America
2946,Ianca,Romania
2947,Iba,Philippines
2948,Ibi,Spain
2949,Ibiuna,Brazil
2950,Idil,Turkey
2951,Iiyama,Japan
2952,Ijuin,Japan
2953,Ikast,Denmark
2954,Illapel,Chile
2955,Imperatriz,Brazil
2956,Indian Trail,United States of America
2957,Ishimbay,Russian Federation
2959,Islamabad,Pakistan
2960,Islamkot,Pakistan
2961,Itapevi,Brazil
2962,Ixmiquilpan,Mexico
2963,Iyo,Japan
2964,Jagdispur,India
2965,Jaguariuna,Brazil
2966,Jaipur Hat,Bangladesh
2967,Jalali,India
2968,Jalesar,India
2969,Jampur,Pakistan
2970,Jaru,Brazil
2971,Jerez,Mexico
2972,Jharsuguda,India
2973,Jiangdu,China
2974,Jiaojiang,China
2975,Jipijapa,Ecuador
2976,Jose Bonifacio,Brazil
2977,Junnar,India
2978,Kaita,Japan
2979,Kangar,Malaysia
2980,Kannauj,India
2981,Kapan,Armenia
2982,Kaptanganj,India
2983,Karabulak,Russian Federation
2984,Karachi,Pakistan
2985,Kawit,Philippines
2986,Keffi,Nigeria
2987,Kenner,United States of America
2988,Kesan,Turkey
2989,Khabarovsk,Russian Federation
2990,Khanpur,Pakistan
2991,San Andres Itzapa,Guatemala
2992,San Antonio,Costa Rica
2993,San Francisco Del Rincon,Mexico
2994,San Giuliano Milanese,Italy
2995,San Giuseppe Vesuviano,Italy
2996,San Jacinto,Philippines
2997,San Juan De La Maguana,Dominican Republic
2998,San Miguel,Philippines
2999,San Nicolas De Los Garza,Mexico
3000,San Pedro Sacatepequez,Guatemala
3001,Sanawad,India
3002,Sancti Spiritus,Cuba
3003,Sandanski,Bulgaria
3004,Sandy Springs,United States of America
3005,Santa Catarina Pinula,Guatemala
3007,Santa Monica,United States of America
3008,Santa Rosa De Lima,El Salvador
3009,Santa Rosa,Colombia
3010,Santa Teresa,Venezuela (Bolivarian Republic of)
3011,Santos Dumont,Brazil
3012,Sao Felix Da Marinha,Portugal
3013,Sao Joaquim Da Barra,Brazil
3014,Sao Joaquim,Brazil
3015,Sao Miguel Do Araguaia,Brazil
3016,Sao Sepe,Brazil
3017,Sapiranga,Brazil
3018,Coconut Creek,United States of America
3019,Cojutepeque,El Salvador
3020,Colleferro,Italy
3021,Conceicao Das Alagoas,Brazil
3022,Conroe,United States of America
3023,Cordenons,Italy
3024,Coremas,Brazil
3025,Corinto,Nicaragua
3026,Courtenay,Canada
3027,Couvin,Belgium
3028,Cowansville,Canada
3029,Creve Coeur,United States of America
3031,Dahegam,India
3032,Chapeco,Brazil
3033,Chapel Hill,United States of America
3034,Chartres,France
3035,Chas,India
3036,Chechat,India
3037,Chengalpattu,India
3038,Chengam,India
3039,Chengmai,China
3040,Chepen,Peru
3041,Cherbourg,France
3042,Chhapra,India
3043,Chiautempan,Mexico
3044,Chichicastenango,Guatemala
3045,Chicholi,India
3046,Chimalhuacan,Mexico
3047,Chinchani,India
3048,Chita,Russian Federation
3049,Chiungutwa,United Republic of Tanzania
3050,Chivilcoy,Argentina
3051,Cimislia,Republic of Moldova
3052,Cingoli,Italy
3053,Clearfield,United States of America
3054,Ommen,Netherlands
3055,Ordynskoye,Russian Federation
3056,Oroquieta,Philippines
3057,Oskaloosa,United States of America
3058,Osorno,Chile
3059,Osterholz Scharmbeck,Germany
3060,Ouro Fino,Brazil
3061,Owings Mills,United States of America
3062,Pacatuba,Brazil
3063,Pacet,Indonesia
3064,Pachuca,Mexico
3065,Paea,France
3066,Paijan,Peru
3067,Paine,Chile
3068,Palamos,Spain
3069,Palatine,United States of America
3070,Pallavaram,India
3071,Panama City,United States of America
3072,Weston,United States of America
3073,Winter Park,United States of America
3074,Winterthur,Switzerland
3075,Wolmaranstad,South Africa
3076,Wolsztyn,Poland
3077,Wonosobo,Indonesia
3078,Wyckoff,United States of America
3079,Xalatlaco,Mexico
3080,Xinyu,China
3081,Xoxocotla,Mexico
3082,Yablonovskiy,Russian Federation
3083,Yalutorovsk,Russian Federation
3084,Yaransk,Russian Federation
3085,Yashiro,Japan
3086,Yatsuo,Japan
3087,Yawata,Japan
3088,Yelizovo,Russian Federation
3089,Yenisehir,Turkey
3090,Yushan,China
3091,Yuzha,Russian Federation
3092,Zabkowice Slaskie,Poland
3093,Zacatecoluca,El Salvador
3094,Zakopane,Poland
3095,Zalaegerszeg,Hungary
3096,Zaltan,Libya
3097,Zaozhuang,China
3098,Zarautz,Spain
3099,Zarinsk,Russian Federation
3100,Zebbug,Malta
3101,Zedelgem,Belgium
3102,Zhaocheng,China
3103,Zuenoula,Côte d'Ivoire
3104,Zugdidi,Georgia
3105,Zulte,Belgium
3106,Weleri,Indonesia
3107,Wenzhou,China
3108,Werder,Germany
3109,Wesseling,Germany
3110,Widnes,United Kingdom of Great Britain and Northern Ireland
3111,Wilkinsburg,United States of America
3112,Willmar,United States of America
3113,Winston Salem,United States of America
3114,Wittenheim,France
3115,Wunstorf,Germany
3116,Xingtai,China
3118,Villeneuve Saint Georges,France
3119,Vista Alegre,Panama
3120,Vlissingen,Netherlands
3121,Voluntari,Romania
3122,Vranje,Serbia
3123,Vytegra,Russian Federation
3124,Wachtersbach,Germany
3125,Wakuya,Japan
3126,Waldbrol,Germany
3127,Waldkraiburg,Germany
3128,Walker Mill,United States of America
3129,Walldurn,Germany
3130,Wapi Pathum,Thailand
3131,Warabi,Japan
3132,Waraseoni,India
3133,Waren,Germany
3134,Wau,Papua New Guinea
3135,Wegorzewo,Poland
3136,San Giovanni In Fiore,Italy
3137,San Lorenzo De El Escorial,Spain
3138,San Pancrazio Salentino,Italy
3139,San Pedro Sula,Honduras
3140,San Salvo,Italy
3141,Sanand,India
3142,Sangeorz Bai,Romania
3143,Sangrur,India
3144,Santa Cruz De Yojoa,Honduras
3145,Santa Isabel,Brazil
3146,Santana Do Livramento,Brazil
3147,Santander,Spain
3148,Santo Amaro Da Imperatriz,Brazil
3149,Santo Augusto,Brazil
3150,Sao Caetano Do Sul,Brazil
3151,Sao Gabriel,Brazil
3152,Sao Jose Da Tapera,Brazil
3153,Sao Jose De Ribamar,Brazil
3154,Sao Lourenco,Brazil
3155,Marigliano,Italy
3156,Maringa,Brazil
3157,Marivan,Iran (Islamic Republic of)
3158,Maroantsetra,Madagascar
3159,Martapura,Indonesia
3160,Maseru,Lesotho
3161,Masty,Belarus
3162,Matane,Canada
3163,Matelandia,Brazil
3164,Mathbaria,Bangladesh
3165,Mazyr,Belarus
3166,Melaka,Malaysia
3167,Melo,Uruguay
3168,Menemeni,Greece
3169,Menomonee Falls,United States of America
3170,Merignac,France
3171,Messina,South Africa
3172,Minamiashigara,Japan
3173,Minatitlan,Mexico
3174,Minturno,Italy
3176,Mokokchung,India
3177,Mongo,Chad
3178,Monor,Hungary
3179,Monroe,United States of America
3180,Moosburg,Germany
3181,Moriyama,Japan
3182,Mosbach,Germany
3183,Mostar,Bosnia and Herzegovina
3184,Motta Di Livenza,Italy
3185,Mount Vernon,United States of America
3186,Mudanya,Turkey
3187,Mudbidri,India
3188,Muroto,Japan
3189,Muzaffargarh,Pakistan
3190,Muzambinho,Brazil
3191,Myingyan,Myanmar
3192,Nagda,India
3193,Nageshwari,Bangladesh
3194,Nagothana,India
3196,Nangomba,United Republic of Tanzania
3197,Nantes,France
3198,Tangi,Pakistan
3199,Tansen,Nepal
3200,Tanushimaru,Japan
3201,Tarboro,United States of America
3202,Taurianova,Italy
3203,Tema,Ghana
3204,Tepatlaxco,Mexico
3205,Tergnier,France
3206,Tessenderlo,Belgium
3207,Tezu,India
3208,Tierra Blanca,Mexico
3209,Tierralta,Colombia
3210,Tirana,Albania
3211,Tobolsk,Russian Federation
3212,Tolentino,Italy
3213,Tolna,Hungary
3214,Tolosa,Spain
3215,Tolyatti,Russian Federation
3216,Tomsk,Russian Federation
3217,Naral,Bangladesh
3218,Nashville,United States of America
3219,Ndago,United Republic of Tanzania
3220,Nerviano,Italy
3221,Neuhausen,Germany
3222,New Providence,United States of America
3223,Newbridge,Ireland
3224,Nidadavole,India
3225,Nikaia,Greece
3226,Nim Ka Thana,India
3227,Ningyang,China
3228,Nirasaki,Japan
3229,Nirsa,India
3230,Noda,Japan
3231,Nong Kung Si,Thailand
3232,Norland,United States of America
3233,North Versailles,United States of America
3234,Novopavlovsk,Russian Federation
3235,Ntcheu,Malawi
3236,Nuzvid,India
3237,Nyuzen,Japan
3238,Obninsk,Russian Federation
3239,Obukhiv,Ukraine
3240,Ochamchira,Georgia
3241,Okuchi,Japan
3242,Olbernhau,Germany
3243,Oleksandrivka,Ukraine
3244,Tornio,Finland
3245,Torre Annunziata,Italy
3246,Touliu,China
3247,Traiskirchen,Austria
3248,Trebaseleghe,Italy
3249,Trecate,Italy
3250,Trento,Philippines
3251,Treuchtlingen,Germany
3252,Triel Sur Seine,France
3253,Trimbak,India
3254,Trondheim,Norway
3255,Tsumeb,Namibia
3256,Tuckahoe,United States of America
3257,Tulsipur,India
3258,Turhal,Turkey
3259,Turkistan,Kazakhstan
3260,Turtkul,Uzbekistan
3261,U Thong,Thailand
3262,Ubate,Colombia
3263,Udala,India
3264,Umtata,South Africa
3265,Unna,Germany
3266,Uromi,Nigeria
3267,Urucui,Brazil
3268,Uruzgan,Afghanistan
3269,Uslar,Germany
3270,Utraula,India
3271,Vaasa,Finland
3272,Vacaville,United States of America
3273,Valentigney,France
3274,Valenza,Italy
3275,Vanino,Russian Federation
3276,Vidin,Bulgaria
3277,Surabaya,Indonesia
3278,Surinam,Mauritius
3279,Surt,Libya
3280,Svendborg,Denmark
3281,Tagbilaran,Philippines
3282,Taichung,China
3283,Taitung,China
3284,Takab,Iran (Islamic Republic of)
3285,Tampere,Finland
3286,Tandlianwala,Pakistan
3287,Khorol,Ukraine
3288,Khromtau,Kazakhstan
3289,Kiranur,India
3290,Kireka,Uganda
3291,Kiryu,Japan
3292,Kissimmee,United States of America
3293,Kladno,Czechia
3294,Klaeng,Thailand
3295,Klodzko,Poland
3296,Kodaira,Japan
3297,Kokubunji,Japan
3298,Komarno,Slovakia
3299,Konigslutter,Germany
3300,Konongo,Ghana
3301,Konotop,Ukraine
3302,Koregaon,India
3303,Koudougou,Burkina Faso
3304,Kozelsk,Russian Federation
3305,Kremenki,Russian Federation
3306,Kreuzlingen,Switzerland
3307,Kribi,Cameroon
3308,Kunyang,China
3309,Kurara,India
3310,Kurayoshi,Japan
3311,Kusa,Russian Federation
3312,Kyakhta,Russian Federation
3313,La Antigua,Mexico
3314,La Chapelle Sur Erdre,France
3315,La Concepcion,Panama
3316,La Victoria,Colombia
3317,Machhlishahr,India
3318,Madgaon,India
3319,Madhugiri,India
3320,Mafra,Portugal
3321,Mahwa,India
3322,Malbork,Poland
3323,Malia,India
3324,Malkara,Turkey
3325,Mallapuram,India
3326,Malvar,Philippines
3327,Mandleshwar,India
3328,Mangalagiri,India
3329,Mangaldan,Philippines
3330,Mangrol,India
3331,Manicaragua,Cuba
3332,Manicore,Brazil
3333,Manises,Spain
3334,Maradi,Niger
3335,Marawi,Philippines
3336,Marcianise,Italy
3337,Maruim,Brazil
3338,Mashhad,Iran (Islamic Republic of)
3339,Massena,United States of America
3340,Mata De Sao Joao,Brazil
3341,Maymanak,Uzbekistan
3342,Medgidia,Romania
3343,Medvezhyegorsk,Russian Federation
3344,Mehndawal,India
3346,Merefa,Ukraine
3347,Merrick,United States of America
3348,Merzifon,Turkey
3349,Mesagne,Italy
3350,Metepec,Mexico
3351,Methuen,United States of America
3352,Meyzieu,France
3353,Laiyang,China
3354,Lalmohan,Bangladesh
3355,Lauenburg,Germany
3356,Leerdam,Netherlands
3357,Leigh,United Kingdom of Great Britain and Northern Ireland
3358,Leku,Ethiopia
3359,Lerdo,Mexico
3360,Lermontov,Russian Federation
3361,Libano,Colombia
3362,Liberec,Czechia
3363,Lichtenstein,Germany
3364,Limoges,France
3365,Linkoping,Sweden
3366,Lippstadt,Germany
3367,Litomerice,Czechia
3368,Locarno,Switzerland
3369,Lom Sak,Thailand
3370,Lopez Mateos,Mexico
3371,Los Teques,Venezuela (Bolivarian Republic of)
3372,Losal,India
3373,Luchingu,United Republic of Tanzania
3374,Lufkin,United States of America
3375,Lugoba,United Republic of Tanzania
3376,Luohe,China
3377,Luorong,China
3378,Luyang,China
3379,Luzern,Switzerland
3380,Lynnfield,United States of America
3381,Mableton,United States of America
3382,Ilkal,India
3383,Inzai,Japan
3384,Ipatinga,Brazil
3385,Iruma,Japan
3386,Irvington,United States of America
3387,Iwo,Nigeria
3388,Ixtapa,Mexico
3389,Izmir,Turkey
3390,Jaffna,Sri Lanka
3391,Jalpatagua,Guatemala
3392,Jaynagar Majilpur,India
3393,Jefferson City,United States of America
3394,Jeffersontown,United States of America
3395,Jega,Nigeria
3396,Jiguani,Cuba
3397,Johnston,United States of America
3398,Jorhat,India
3399,Kaeng Khoi,Thailand
3400,Kahna Nau,Pakistan
3401,Kalmeshwar,India
3402,Kamarhati,India
3403,Kamensk Uralskiy,Russian Federation
3404,Bellaire,United States of America
3405,Bernay,France
3406,Beterou,Benin
3407,Bhadreswar,India
3408,Bijbiara,India
3409,Bileca,Bosnia and Herzegovina
3410,Billingham,United Kingdom of Great Britain and Northern Ireland
3411,Bischofswerda,Germany
3412,Bisignano,Italy
3413,Blagoevgrad,Bulgaria
3414,Bocaranga,Central African Republic
3415,Bohicon,Benin
3416,Bojonegoro,Indonesia
3417,Bone,Indonesia
3418,Bontoc,Philippines
3419,Bonyhad,Hungary
3420,Bordeaux,France
3421,Borna,Germany
3422,Boulder,United States of America
3423,Bracknell,United Kingdom of Great Britain and Northern Ireland
3424,Bradenton,United States of America
3425,Brahmapur,India
3426,Braine Le Comte,Belgium
3427,Brentwood,United States of America
3428,Bridgend,United Kingdom of Great Britain and Northern Ireland
3429,Brodnica,Poland
3430,Hino,Japan
3431,Hiratsuka,Japan
3432,Holland,United States of America
3433,Homberg,Germany
3434,Homestead,United States of America
3435,Homnabad,India
3436,Honiton,United Kingdom of Great Britain and Northern Ireland
3437,Horsens,Denmark
3438,Hsinpu,China
3439,Huai Yot,Thailand
3440,Huanuni,Bolivia (Plurinational State of)
3441,Huercal Overa,Spain
3442,Hungen,Germany
3443,Huoqiu,China
3444,Ichikawa,Japan
3445,Ilampillai,India
3446,Gora Kalwaria,Poland
3447,Goshogawara,Japan
3448,Graben Neudorf,Germany
3449,Grafton,United States of America
3450,Granby,Canada
3451,Granollers,Spain
3452,Gresik,Indonesia
3453,Griffith,Australia
3454,Grimmen,Germany
3455,Guapore,Brazil
3456,Guarapari,Brazil
3457,Guasdualito,Venezuela (Bolivarian Republic of)
3458,Guimaraes,Portugal
3459,Gunjur,Gambia
3460,Gurnee,United States of America
3461,Gushi,China
3462,Ha Giang,Viet Nam
3463,Hachinohe,Japan
3464,Hacienda Heights,United States of America
3465,Handlova,Slovakia
3466,Hasselt,Belgium
3467,Hauzenberg,Germany
